GraduatedYr,gender,AgeGrad,Nationality,EntryChannel,CGPA,YearEntry,YearGrad,jobassurance,JobStatusCategory,JobIncomeCategory,Cluster
2023,1,-0.872004391042249,0,2,3.76,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,2,3.81,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,7,3.83,2019,2023,2,0,0,0
2023,0,-0.872004391042249,0,2,3.8,2019,2023,2,0,0,0
2023,0,-0.872004391042249,0,2,3.88,2019,2023,2,0,0,0
2023,0,-0.872004391042249,0,2,3.89,2019,2023,3,0,0,0
2023,0,-0.872004391042249,0,2,3.77,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,11,3.81,2019,2023,3,3,0,2
2023,1,-0.343926679216357,0,11,3.94,2019,2023,3,3,0,2
2023,1,-0.872004391042249,0,7,3.93,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,2,3.84,2019,2023,2,3,0,0
2023,0,-0.872004391042249,0,2,3.78,2019,2023,3,0,0,0
2023,1,-0.872004391042249,0,2,3.76,2019,2023,3,0,0,0
2023,0,-0.872004391042249,0,2,3.76,2019,2023,3,2,0,0
2023,1,-0.872004391042249,0,2,3.82,2019,2023,6,2,0,0
2023,0,-0.872004391042249,0,2,3.82,2019,2023,6,2,0,0
2023,1,0.1841510326095349,0,3,3.89,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,2,3.92,2019,2023,3,2,0,0
2023,1,0.1841510326095349,0,3,3.84,2019,2023,3,0,0,0
2023,1,-0.872004391042249,0,2,3.78,2019,2023,3,2,0,0
2023,1,-0.872004391042249,0,2,3.85,2019,2023,4,1,0,0
2023,1,0.1841510326095349,0,3,3.8,2019,2023,4,1,0,0
2023,0,-0.872004391042249,0,2,3.82,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,2,3.8,2019,2023,3,1,0,0
2023,1,0.1841510326095349,0,3,3.79,2019,2023,3,1,0,0
2023,1,-0.872004391042249,0,2,3.76,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,2,3.76,2019,2023,3,1,0,0
2023,0,0.1841510326095349,0,3,3.84,2019,2023,5,1,0,0
2023,1,-0.872004391042249,0,2,3.83,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.8,2019,2023,5,1,0,0
2023,0,-0.872004391042249,0,7,3.79,2019,2023,3,1,0,0
2023,1,-0.343926679216357,0,11,3.83,2019,2023,3,1,0,2
2023,1,-0.343926679216357,0,11,3.79,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,11,3.78,2019,2023,5,1,0,2
2023,0,0.7122287444354268,0,3,3.76,2018,2023,3,1,0,0
2023,1,-0.343926679216357,0,11,3.91,2019,2023,3,1,0,2
2023,1,-0.872004391042249,0,2,3.89,2019,2023,3,1,0,0
2023,1,0.1841510326095349,0,3,3.81,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,2,3.91,2019,2023,5,1,0,0
2023,0,-0.872004391042249,0,2,3.9,2019,2023,5,1,0,0
2023,0,-0.343926679216357,0,7,3.87,2019,2023,3,1,0,0
2023,0,0.1841510326095349,0,3,3.86,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.86,2019,2023,3,1,0,0
2023,1,0.7122287444354268,0,3,3.85,2019,2023,3,1,0,0
2023,0,-0.872004391042249,1,6,3.8,2019,2023,3,1,0,0
2023,0,0.7122287444354268,0,3,3.78,2019,2023,5,1,0,0
2023,0,0.1841510326095349,0,3,2.96,2019,2023,6,2,0,0
2023,0,-0.343926679216357,0,12,3.56,2019,2023,3,0,2,2
2023,0,-0.343926679216357,0,11,3.65,2019,2023,3,0,2,2
2023,0,-0.343926679216357,0,12,3.74,2019,2023,3,0,2,2
2023,0,-0.343926679216357,0,12,3.68,2019,2023,3,2,2,2
2023,1,8.105316709997913,0,3,3.58,2019,2023,2,2,2,0
2023,0,-0.872004391042249,0,2,3.68,2019,2023,3,0,1,0
2023,0,-0.343926679216357,0,7,3.61,2019,2023,3,0,1,0
2023,1,1.7683841680872108,0,3,3.22,2018,2023,3,2,1,0
2023,0,-0.872004391042249,0,13,3.32,2019,2023,2,0,1,2
2023,1,-0.343926679216357,0,12,3.72,2019,2023,3,2,1,2
2023,1,-0.343926679216357,0,7,3.03,2018,2023,3,2,1,0
2023,0,-0.343926679216357,0,12,3.59,2019,2023,0,1,1,2
2023,1,-0.872004391042249,0,13,3.42,2019,2023,2,2,1,2
2023,1,-0.872004391042249,0,2,3.57,2019,2023,3,2,1,0
2023,0,-0.343926679216357,0,2,3.65,2018,2023,3,2,1,0
2023,0,1.2403064562613189,0,3,3.17,2019,2023,3,0,1,0
2023,0,-0.343926679216357,0,12,3.58,2019,2023,3,2,1,2
2023,0,-0.872004391042249,0,2,3.71,2019,2023,3,0,1,0
2023,1,-0.872004391042249,0,2,3.55,2019,2023,3,2,0,0
2023,1,0.1841510326095349,0,3,3.45,2019,2023,3,2,0,0
2023,0,1.2403064562613189,0,3,3.11,2019,2023,2,3,0,0
2023,1,-0.343926679216357,0,12,3.71,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,7,3.72,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,12,3.52,2019,2023,3,2,0,2
2023,1,-0.872004391042249,0,2,3.68,2019,2023,3,0,0,0
2023,0,-0.872004391042249,0,2,3.69,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,12,3.55,2019,2023,3,3,0,2
2023,0,-0.343926679216357,0,12,3.54,2019,2023,1,1,0,2
2023,0,-0.343926679216357,0,12,3.72,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.59,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.49,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.74,2019,2023,3,3,0,2
2023,0,-0.872004391042249,0,2,3.59,2019,2023,3,2,0,0
2023,1,-0.343926679216357,0,12,3.23,2019,2023,3,0,0,2
2023,0,0.1841510326095349,0,7,3.19,2017,2023,3,2,0,0
2023,0,-0.872004391042249,1,6,3.3,2019,2023,3,0,0,0
2023,1,-0.343926679216357,0,12,3.29,2019,2023,3,2,0,2
2023,0,0.1841510326095349,0,3,3.68,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,7,3.44,2019,2023,4,1,0,0
2023,0,-0.343926679216357,0,7,3.53,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,12,3.61,2019,2023,4,1,0,2
2023,0,-0.343926679216357,0,12,3.31,2019,2023,1,1,0,2
2023,0,-0.872004391042249,0,7,3.46,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,12,3.73,2019,2023,1,1,0,2
2023,0,-0.343926679216357,0,12,3.41,2019,2023,3,3,0,2
2023,0,-0.343926679216357,0,11,3.58,2019,2023,6,2,0,2
2023,0,-0.872004391042249,0,13,3.52,2019,2023,3,0,0,2
2023,0,-0.343926679216357,0,12,3.55,2019,2023,3,0,0,2
2023,0,-0.343926679216357,0,12,3.57,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.47,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.45,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.6,2019,2023,3,0,0,2
2023,0,-0.343926679216357,0,11,3.52,2019,2023,3,0,0,2
2023,0,-0.343926679216357,0,12,3.72,2019,2023,3,2,0,2
2023,1,0.1841510326095349,0,6,3.21,2018,2023,3,2,0,0
2023,0,0.7122287444354268,0,3,3.31,2018,2023,3,0,0,0
2023,0,-0.343926679216357,0,6,3.58,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,12,3.55,2019,2023,3,0,0,2
2023,0,-1.9281598146940329,1,6,3.15,2019,2023,3,2,0,0
2023,1,-0.343926679216357,0,12,3.63,2019,2023,3,0,0,2
2023,0,-0.872004391042249,0,13,3.41,2019,2023,0,1,0,2
2023,1,-0.343926679216357,0,12,3.19,2019,2023,3,2,0,2
2023,1,0.1841510326095349,0,3,3.64,2019,2023,2,0,0,0
2023,0,-0.343926679216357,0,12,3.41,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,2,3.46,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,12,3.45,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.42,2019,2023,3,0,0,2
2023,1,0.7122287444354268,0,4,3.44,2019,2023,1,1,0,0
2023,0,-0.343926679216357,0,7,3.61,2019,2023,3,0,0,0
2023,0,0.7122287444354268,0,4,3.35,2019,2023,3,3,0,0
2023,0,-0.343926679216357,0,12,3.13,2019,2023,2,0,0,2
2023,0,-0.343926679216357,0,12,3.58,2019,2023,2,0,0,2
2023,0,-0.343926679216357,0,12,3.58,2019,2023,2,0,0,2
2023,0,-0.343926679216357,0,7,3.55,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,12,3.67,2019,2023,3,2,0,2
2023,0,0.1841510326095349,0,3,3.55,2019,2023,3,0,0,0
2023,1,-0.343926679216357,0,12,3.44,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.39,2019,2023,4,1,0,2
2023,0,-0.343926679216357,0,12,3.36,2019,2023,3,2,0,2
2023,1,-0.872004391042249,0,2,3.59,2019,2023,3,0,0,0
2023,1,-0.343926679216357,0,12,3.35,2019,2023,3,3,0,2
2023,0,-0.343926679216357,0,7,3.24,2019,2023,0,1,0,0
2023,1,0.7122287444354268,0,5,3.49,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,13,3.49,2019,2023,3,0,0,2
2023,0,-0.343926679216357,0,7,3.37,2019,2023,3,3,0,0
2023,1,-0.343926679216357,0,12,3.6,2019,2023,2,0,0,2
2023,0,-0.872004391042249,0,2,3.69,2019,2023,2,0,0,0
2023,0,-0.343926679216357,0,12,3.55,2019,2023,3,2,0,2
2023,1,-0.872004391042249,0,2,3.38,2019,2023,3,0,0,0
2023,1,-0.343926679216357,0,6,3.46,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,12,3.57,2019,2023,3,0,0,2
2023,0,0.1841510326095349,0,3,3.54,2019,2023,3,0,0,0
2023,0,-0.872004391042249,0,2,3.71,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,12,3.66,2019,2023,3,2,0,2
2023,1,-0.872004391042249,0,2,3.63,2019,2023,3,0,0,0
2023,0,0.1841510326095349,0,12,3.55,2018,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.51,2019,2023,3,0,0,2
2023,0,-0.872004391042249,0,7,3.69,2019,2023,3,3,0,0
2023,1,-0.872004391042249,0,13,3.37,2019,2023,3,2,0,2
2023,1,-0.343926679216357,0,13,3.07,2018,2023,3,0,0,2
2023,0,-0.343926679216357,0,7,3.5,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,12,3.53,2019,2023,4,1,0,2
2023,0,-0.343926679216357,0,12,3.54,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.5,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.47,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.72,2019,2023,3,0,0,2
2023,0,-0.343926679216357,0,4,3.67,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,12,3.64,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.61,2019,2023,3,0,0,2
2023,0,-0.343926679216357,0,12,3.59,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.47,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.39,2019,2023,3,0,0,2
2023,0,-0.343926679216357,0,12,3.38,2019,2023,3,2,0,2
2023,1,-0.343926679216357,0,6,3.28,2019,2023,2,2,0,0
2023,0,-0.343926679216357,0,12,3.21,2019,2023,3,2,0,2
2023,1,-0.343926679216357,0,12,3.14,2019,2023,2,3,0,2
2023,1,-0.343926679216357,0,6,3.11,2019,2023,3,3,0,0
2023,0,-0.343926679216357,0,12,3.11,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.02,2019,2023,3,3,0,2
2023,0,-0.343926679216357,0,12,3.74,2019,2023,3,3,0,2
2023,0,-0.343926679216357,0,6,3.64,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,6,3.61,2019,2023,3,3,0,0
2023,0,-0.343926679216357,0,6,3.49,2019,2023,0,1,0,0
2023,0,-0.343926679216357,0,12,3.55,2019,2023,3,0,0,2
2023,0,-0.343926679216357,0,4,3.54,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,6,3.32,2019,2023,3,2,0,0
2023,1,-0.343926679216357,0,12,3.58,2019,2023,3,2,0,2
2023,0,0.1841510326095349,0,3,3.69,2019,2023,3,1,0,0
2023,0,-0.343926679216357,0,12,3.47,2019,2023,3,1,0,2
2023,1,-0.872004391042249,0,13,3.7,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.68,2019,2023,5,1,0,2
2023,0,-0.343926679216357,0,12,3.59,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.42,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.36,2019,2023,3,1,0,2
2023,0,1.2403064562613189,0,3,3.33,2019,2023,3,1,0,0
2023,0,-0.343926679216357,0,6,3.32,2019,2023,3,1,0,0
2023,1,-0.872004391042249,1,6,3.3,2019,2023,3,1,0,0
2023,0,-0.343926679216357,0,12,3.29,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,6,3.11,2019,2023,3,1,0,0
2023,0,0.1841510326095349,0,3,3.66,2019,2023,3,1,0,0
2023,0,0.1841510326095349,0,11,3.64,2018,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.64,2019,2023,3,1,0,2
2023,0,0.7122287444354268,0,3,3.64,2019,2023,3,1,0,0
2023,1,-0.872004391042249,0,2,3.61,2019,2023,3,1,0,0
2023,1,1.7683841680872108,0,3,3.56,2018,2023,3,1,0,0
2023,0,-0.343926679216357,0,12,3.5,2019,2023,3,1,0,2
2023,1,-0.343926679216357,0,12,3.48,2019,2023,3,1,0,2
2023,1,-0.343926679216357,0,12,3.4,2019,2023,5,1,0,2
2023,0,-0.343926679216357,0,12,3.29,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.73,2019,2023,3,1,0,2
2023,0,0.1841510326095349,0,2,3.68,2017,2023,3,1,0,0
2023,0,-0.343926679216357,0,12,3.67,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.63,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.6,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.51,2019,2023,3,1,0,2
2023,0,-1.4000821028681407,1,6,3.39,2019,2023,3,1,0,0
2023,0,0.1841510326095349,0,7,3.33,2017,2023,3,1,0,0
2023,1,-0.343926679216357,0,12,3.31,2019,2023,3,1,0,2
2023,1,-0.343926679216357,0,12,3.27,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.26,2019,2023,3,1,0,2
2023,1,-0.343926679216357,0,12,3.62,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,11,3.6,2019,2023,3,1,0,2
2023,0,-0.872004391042249,0,7,3.47,2019,2023,3,1,0,0
2023,1,-0.872004391042249,0,2,3.25,2019,2023,3,1,0,0
2023,1,-0.343926679216357,0,12,3.95,2019,2023,3,2,2,2
2023,0,-0.872004391042249,0,2,3.88,2019,2023,3,2,1,0
2023,0,11.273782980953266,0,3,3.96,2019,2023,2,2,1,0
2023,0,0.1841510326095349,0,12,3.79,2018,2023,3,2,1,2
2023,1,-0.343926679216357,0,12,3.88,2019,2023,3,2,1,2
2023,0,-0.343926679216357,0,12,3.81,2019,2023,3,2,1,2
2023,0,-0.872004391042249,0,2,3.78,2019,2023,3,2,1,0
2023,0,-0.872004391042249,0,7,3.92,2019,2023,3,2,1,0
2023,0,0.1841510326095349,0,12,3.81,2019,2023,3,0,1,2
2023,0,0.1841510326095349,0,12,3.83,2019,2023,3,2,1,2
2023,0,-0.872004391042249,0,2,3.91,2019,2023,0,1,1,0
2023,0,-0.343926679216357,0,12,3.78,2019,2023,3,2,1,2
2023,0,-0.872004391042249,0,7,3.8,2019,2023,3,0,1,0
2023,0,-0.343926679216357,0,12,3.95,2019,2023,3,0,1,2
2023,0,-0.872004391042249,0,13,3.86,2019,2023,3,2,1,2
2023,0,-0.343926679216357,0,12,3.84,2019,2023,3,2,1,2
2023,0,-0.343926679216357,0,12,3.87,2019,2023,3,2,1,2
2023,0,-0.343926679216357,0,12,3.77,2019,2023,3,0,1,2
2023,0,-0.343926679216357,0,12,3.81,2019,2023,3,2,0,2
2023,0,-0.872004391042249,0,2,3.76,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,12,3.76,2019,2023,2,0,0,2
2023,0,-0.343926679216357,0,2,3.86,2018,2023,3,0,0,0
2023,0,-0.343926679216357,0,11,3.88,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.8,2019,2023,3,2,0,2
2023,0,-0.872004391042249,0,7,3.77,2019,2023,3,2,0,0
2023,1,-0.343926679216357,0,12,3.96,2019,2023,6,2,0,2
2023,1,0.7122287444354268,0,3,3.91,2019,2023,2,3,0,0
2023,1,-0.343926679216357,0,12,3.83,2019,2023,3,2,0,2
2023,0,-0.872004391042249,0,7,3.82,2019,2023,3,0,0,0
2023,1,-0.343926679216357,0,12,3.85,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,2,3.81,2018,2023,2,3,0,0
2023,0,-0.872004391042249,0,2,3.91,2019,2023,2,0,0,0
2023,0,-0.872004391042249,0,7,3.82,2019,2023,2,0,0,0
2023,0,-0.872004391042249,0,7,3.82,2019,2023,2,0,0,0
2023,0,-0.872004391042249,0,7,3.89,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,12,3.75,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.77,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,11,3.81,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.86,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.86,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.84,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.77,2019,2023,2,0,0,2
2023,0,-0.872004391042249,0,7,3.88,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,12,3.75,2019,2023,3,0,0,2
2023,0,-0.872004391042249,0,7,3.85,2019,2023,3,2,0,0
2023,1,-0.343926679216357,0,12,3.86,2019,2023,3,0,0,2
2023,0,-0.343926679216357,0,12,3.78,2019,2023,3,0,0,2
2023,0,-0.343926679216357,0,12,3.77,2019,2023,3,2,0,2
2023,0,-0.872004391042249,0,7,3.83,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,12,3.82,2019,2023,3,2,0,2
2023,0,0.1841510326095349,0,3,3.86,2019,2023,2,0,0,0
2023,0,-0.343926679216357,0,12,3.87,2019,2023,3,2,0,2
2023,0,0.7122287444354268,0,3,3.91,2019,2023,3,0,0,0
2023,0,0.1841510326095349,0,3,3.82,2019,2023,3,3,0,0
2023,0,-0.872004391042249,0,6,3.75,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,2,3.95,2018,2023,2,0,0,0
2023,0,-0.343926679216357,0,12,3.76,2019,2023,3,2,0,2
2023,0,-0.872004391042249,0,7,3.76,2019,2023,3,2,0,0
2023,1,-0.343926679216357,0,12,3.85,2019,2023,1,1,0,2
2023,1,-0.343926679216357,0,12,3.94,2019,2023,0,1,0,2
2023,0,-0.343926679216357,0,2,3.93,2018,2023,3,3,0,0
2023,0,-0.872004391042249,0,2,3.91,2019,2023,3,0,0,0
2023,0,-0.872004391042249,0,2,3.84,2019,2023,3,0,0,0
2023,0,0.7122287444354268,0,4,3.8,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,12,3.86,2019,2023,3,0,0,2
2023,0,-0.872004391042249,0,2,3.81,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,12,3.75,2019,2023,3,2,0,2
2023,0,-0.872004391042249,0,7,3.75,2019,2023,3,3,0,0
2023,0,0.7122287444354268,0,3,3.86,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,12,3.84,2019,2023,3,3,0,2
2023,0,-0.872004391042249,0,7,3.83,2019,2023,3,3,0,0
2023,0,-0.872004391042249,0,7,3.77,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,12,3.88,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.87,2019,2023,3,1,0,2
2023,0,-0.872004391042249,0,2,3.93,2019,2023,3,1,0,0
2023,0,0.1841510326095349,0,3,3.93,2019,2023,3,1,0,0
2023,0,-0.872004391042249,1,6,3.9,2018,2023,3,1,0,0
2023,0,-0.872004391042249,0,2,3.9,2019,2023,3,1,0,0
2023,0,-0.343926679216357,0,12,3.88,2019,2023,3,1,0,2
2023,1,0.7122287444354268,0,4,3.86,2019,2023,3,1,0,0
2023,1,-0.343926679216357,0,12,3.84,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.81,2019,2023,3,1,0,2
2023,0,-0.872004391042249,0,2,3.78,2019,2023,3,1,0,0
2023,0,-0.343926679216357,0,12,3.83,2019,2023,3,1,0,2
2023,1,0.1841510326095349,0,12,3.81,2018,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.91,2019,2023,3,1,0,2
2023,1,-0.343926679216357,0,12,3.76,2019,2023,3,1,0,2
2022,0,0.7122287444354268,0,7,3.55,2016,2022,3,1,0,0
2022,0,-0.343926679216357,0,7,3.5,2018,2022,3,2,0,0
2022,0,-0.343926679216357,0,7,3.33,2018,2022,3,2,1,0
2022,0,-0.343926679216357,0,7,3.49,2018,2022,3,2,0,0
2022,1,-0.343926679216357,0,7,3.55,2018,2022,3,2,0,0
2022,0,0.7122287444354268,0,3,3.37,2018,2022,3,0,0,0
2022,0,-0.343926679216357,0,7,3.81,2018,2022,3,2,1,0
2022,0,-0.343926679216357,0,7,3.57,2018,2022,3,2,0,0
2022,1,0.7122287444354268,0,3,3.87,2019,2022,3,1,0,0
2022,1,1.2403064562613189,1,6,3.81,2018,2022,3,0,1,0
2022,0,7.04916128634613,0,3,3.89,2018,2022,2,2,1,0
2022,0,0.1841510326095349,0,11,3.93,2018,2022,3,2,0,2
2022,0,0.1841510326095349,0,11,3.91,2018,2022,3,2,0,2
2022,0,10.217627557301482,0,3,3.68,2018,2022,2,2,2,0
2022,1,0.7122287444354268,0,3,3.77,2018,2022,3,2,1,0
2022,1,-0.343926679216357,0,2,3.49,2018,2022,3,3,0,0
2022,1,-0.343926679216357,0,2,3.5,2018,2022,3,0,1,0
2022,0,-0.343926679216357,0,7,3.56,2018,2022,3,1,0,0
2022,0,-0.343926679216357,0,2,3.67,2018,2022,3,0,0,0
2022,0,0.1841510326095349,1,6,3.66,2018,2022,3,0,2,0
2022,1,-0.343926679216357,1,6,2.74,2017,2022,3,1,0,0
2022,0,-0.343926679216357,0,7,3.44,2018,2022,3,0,0,0
2022,0,-0.343926679216357,0,7,3.33,2018,2022,3,2,0,0
2022,0,-0.343926679216357,0,7,3.43,2018,2022,3,1,0,0
2022,0,-0.343926679216357,0,7,3.68,2018,2022,3,1,0,0
2022,0,-0.343926679216357,0,2,3.59,2018,2022,3,2,1,0
2022,0,-0.343926679216357,0,7,3.46,2018,2022,3,1,0,0
2022,0,-0.343926679216357,0,7,3.43,2018,2022,4,1,0,0
2022,0,-0.343926679216357,0,7,3.51,2018,2022,3,2,0,0
2022,0,0.1841510326095349,0,11,3.92,2018,2022,3,2,0,2
2022,1,-0.343926679216357,0,2,3.76,2018,2022,3,0,0,0
2022,1,-0.343926679216357,0,2,3.71,2018,2022,3,0,0,0
2022,1,0.7122287444354268,0,7,3.05,2016,2022,3,2,0,1
2022,1,0.7122287444354268,0,7,2.44,2016,2022,2,0,0,0
2022,0,-0.343926679216357,0,7,3.87,2018,2022,3,1,0,0
2022,1,-0.343926679216357,0,2,3.74,2018,2022,3,1,0,0
2022,0,-0.343926679216357,0,2,3.64,2018,2022,3,0,1,0
2022,1,0.7122287444354268,0,3,3.85,2018,2022,3,2,0,0
2022,0,-0.343926679216357,0,7,3.21,2018,2022,5,1,0,0
2022,1,-0.343926679216357,0,7,3.85,2018,2022,3,2,0,0
2022,1,-0.343926679216357,0,7,3.71,2018,2022,3,2,1,0
2022,0,-0.343926679216357,0,7,3.29,2018,2022,3,0,0,0
2022,1,0.1841510326095349,0,11,3.86,2018,2022,3,2,1,2
2022,0,0.1841510326095349,0,7,3.38,2018,2022,3,3,0,0
2022,0,-0.343926679216357,0,2,3.95,2018,2022,3,1,0,0
2022,0,-0.343926679216357,0,7,3.43,2018,2022,3,2,0,0
2022,0,9.68954984547559,0,3,3.86,2018,2022,2,2,2,0
2022,0,-0.343926679216357,0,7,3.31,2018,2022,3,1,0,0
2022,0,-0.343926679216357,0,7,3.65,2018,2022,3,1,0,0
2022,0,-0.343926679216357,0,7,3.85,2018,2022,3,1,0,0
2022,1,-0.343926679216357,0,7,3.62,2018,2022,3,0,1,0
2022,0,0.1841510326095349,0,7,3.39,2018,2022,3,1,0,0
2022,1,-0.343926679216357,0,7,3.51,2018,2022,3,0,0,0
2022,1,-0.343926679216357,0,7,3.6,2018,2022,3,2,0,0
2022,1,-0.343926679216357,0,7,3.44,2018,2022,3,2,1,0
2022,0,-0.343926679216357,0,7,3.48,2018,2022,3,0,0,0
2022,1,-0.343926679216357,0,2,3.43,2018,2022,3,0,1,0
2022,0,-0.343926679216357,0,7,3.68,2018,2022,3,2,1,0
2022,0,-0.343926679216357,0,2,3.75,2018,2022,4,1,0,0
2022,0,-0.343926679216357,0,2,3.54,2018,2022,3,0,1,0
2022,1,-0.343926679216357,0,2,3.66,2018,2022,3,2,1,0
2022,0,-0.343926679216357,0,7,3.67,2018,2022,3,2,0,0
2022,0,-0.343926679216357,0,2,3.74,2018,2022,3,0,1,0
2022,1,-0.343926679216357,0,7,3.75,2018,2022,3,2,1,0
2022,1,0.7122287444354268,0,3,3.06,2018,2022,3,2,0,0
2022,0,-0.343926679216357,0,2,3.83,2018,2022,3,0,1,0
2022,0,-0.343926679216357,0,7,3.71,2018,2022,3,0,1,0
2022,0,-0.343926679216357,0,2,3.71,2018,2022,3,2,1,0
2022,0,-0.343926679216357,0,7,3.47,2018,2022,3,2,1,0
2022,0,-0.343926679216357,0,2,3.7,2018,2022,3,3,0,0
2022,0,0.7122287444354268,0,3,3.53,2018,2022,3,2,0,0
2022,0,0.1841510326095349,0,11,3.82,2018,2022,3,0,1,2
2022,0,-0.343926679216357,0,7,3.69,2018,2022,3,1,0,0
2022,1,-0.343926679216357,0,2,3.17,2018,2022,3,0,0,0
2022,1,-0.343926679216357,0,2,3.29,2018,2022,3,2,1,0
2022,1,-0.343926679216357,0,7,3.65,2018,2022,3,1,0,0
2022,0,-0.343926679216357,0,7,3.72,2018,2022,3,0,1,0
2022,1,0.7122287444354268,0,3,3.34,2018,2022,3,0,0,0
2022,1,-0.343926679216357,0,7,3.73,2018,2022,3,2,1,0
2022,1,-0.343926679216357,0,2,3.45,2018,2022,3,2,1,0
2022,0,-0.343926679216357,0,7,3.8,2018,2022,3,0,1,0
2022,0,-0.343926679216357,0,7,3.67,2018,2022,3,0,1,0
2022,0,-0.343926679216357,0,2,3.86,2018,2022,3,0,0,0
2022,0,0.7122287444354268,0,3,3.86,2018,2022,3,0,1,0
2022,1,0.1841510326095349,1,6,3.05,2018,2022,3,1,0,0
2022,1,1.2403064562613189,1,6,2.59,2018,2022,3,1,0,0
2022,1,-0.343926679216357,0,7,3.69,2018,2022,3,2,0,0
2022,1,-0.343926679216357,0,7,3.49,2018,2022,3,2,1,0
