GraduatedYr,gender,AgeGrad,Nationality,EntryChannel,CGPA,YearEntry,YearGrad,jobassurance,JobStatusCategory,JobIncomeCategory,Cluster
2023,1,-0.872004391042249,0,2,3.68,2019,2023,3,0,0,0
2023,0,-0.872004391042249,0,7,3.49,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,7,3.31,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,7,3.4,2019,2023,1,1,0,0
2023,0,-0.343926679216357,0,7,3.5,2018,2023,3,1,0,0
2023,0,-0.872004391042249,0,2,3.72,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.65,2019,2023,3,1,0,0
2023,1,-0.872004391042249,1,6,3.63,2019,2023,3,1,0,0
2023,1,-0.872004391042249,0,7,3.54,2019,2023,3,1,0,0
2023,1,-0.343926679216357,1,6,3.53,2019,2023,3,1,0,0
2023,1,-0.872004391042249,0,2,3.48,2019,2023,5,1,0,0
2023,1,-1.4000821028681407,1,6,3.43,2019,2023,3,1,0,0
2023,1,-0.872004391042249,0,7,3.37,2019,2023,3,1,0,0
2023,1,-0.872004391042249,0,7,3.34,2019,2023,3,1,0,0
2023,1,0.1841510326095349,1,6,3.16,2019,2023,3,1,0,0
2023,1,-0.343926679216357,1,6,3.11,2019,2023,3,1,0,0
2023,0,-0.343926679216357,0,7,3.06,2018,2023,3,1,0,0
2023,1,-0.872004391042249,1,6,3.05,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.66,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.63,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.56,2019,2023,3,1,0,0
2023,1,-0.872004391042249,0,7,3.55,2019,2023,3,1,0,0
2023,1,0.1841510326095349,0,3,3.53,2019,2023,3,1,0,0
2023,1,0.7122287444354268,0,3,3.23,2019,2023,3,1,0,0
2023,0,-0.872004391042249,1,6,3.22,2019,2023,5,1,0,0
2023,0,-0.872004391042249,0,7,3.16,2019,2023,3,1,0,0
2023,1,-1.4000821028681407,1,6,3.03,2019,2023,3,1,0,0
2023,1,-0.343926679216357,0,11,3.72,2019,2023,3,1,0,2
2023,0,-0.872004391042249,0,7,3.68,2019,2023,3,1,0,0
2023,1,-0.872004391042249,0,7,3.68,2019,2023,3,1,0,0
2023,1,-0.872004391042249,0,7,3.59,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.56,2019,2023,3,1,0,0
2023,1,0.1841510326095349,0,3,3.39,2019,2023,3,1,0,0
2023,1,-0.872004391042249,0,2,3.31,2019,2023,3,1,0,0
2023,1,-0.343926679216357,1,6,3.03,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,2,3.73,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.73,2019,2023,5,1,0,0
2023,0,-0.872004391042249,0,2,3.71,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.51,2019,2023,3,1,0,0
2023,0,0.7122287444354268,0,5,3.35,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.14,2019,2023,3,1,0,0
2023,1,-0.872004391042249,0,2,3.88,2019,2023,3,2,2,0
2023,1,-0.343926679216357,1,6,3.86,2019,2023,3,2,2,0
2023,1,-0.343926679216357,0,11,3.91,2019,2023,3,2,2,2
2023,0,-0.343926679216357,0,11,3.91,2019,2023,3,2,2,2
2023,1,-0.343926679216357,0,11,3.87,2019,2023,3,2,1,2
2023,0,-0.872004391042249,0,7,3.95,2019,2023,3,0,1,0
2023,1,-0.872004391042249,0,7,3.81,2019,2023,3,2,1,0
2023,1,-0.872004391042249,0,7,3.81,2019,2023,3,2,1,0
2023,0,-0.872004391042249,0,7,3.81,2019,2023,3,2,1,0
2023,1,-0.872004391042249,0,7,3.87,2019,2023,3,2,1,0
2023,0,-0.343926679216357,0,11,3.75,2019,2023,3,2,1,2
2023,1,-0.872004391042249,0,2,3.93,2019,2023,3,2,1,0
2023,1,-0.872004391042249,0,2,3.87,2019,2023,3,2,1,0
2023,1,-1.4000821028681407,1,6,3.86,2019,2023,3,2,1,0
2023,1,-0.343926679216357,0,11,3.86,2019,2023,3,2,1,2
2023,0,-0.872004391042249,0,7,3.9,2019,2023,3,2,1,0
2023,1,-0.872004391042249,0,7,3.93,2019,2023,3,2,1,0
2023,0,-0.343926679216357,0,11,3.94,2019,2023,3,2,1,2
2023,1,-0.343926679216357,0,11,3.93,2019,2023,3,2,1,2
2023,1,-0.872004391042249,0,7,3.75,2019,2023,3,2,1,0
2023,1,-0.872004391042249,0,7,3.85,2019,2023,3,2,1,0
2023,1,-0.872004391042249,0,2,3.88,2019,2023,3,2,1,0
2023,0,-0.343926679216357,0,2,3.77,2018,2023,3,0,1,0
2023,0,-0.343926679216357,0,2,3.76,2018,2023,3,0,1,0
2023,0,-0.872004391042249,0,7,3.77,2019,2023,3,3,1,0
2023,1,-0.343926679216357,0,11,3.93,2019,2023,3,2,1,2
2023,1,-0.872004391042249,0,7,3.75,2019,2023,3,2,1,0
2023,0,-0.872004391042249,0,2,3.82,2019,2023,3,2,1,0
2023,1,-0.872004391042249,0,7,3.88,2019,2023,3,0,1,0
2023,1,-0.872004391042249,0,7,3.93,2019,2023,3,2,1,0
2023,1,-0.872004391042249,0,7,3.79,2019,2023,3,0,1,0
2023,1,-0.872004391042249,0,7,3.85,2019,2023,3,2,1,0
2023,1,-0.872004391042249,0,7,3.79,2019,2023,3,2,1,0
2023,0,-0.343926679216357,0,11,3.87,2019,2023,3,2,1,2
2023,0,-0.872004391042249,0,7,3.8,2019,2023,3,0,1,0
2023,0,-0.872004391042249,0,7,3.93,2019,2023,3,2,1,0
2023,1,-0.872004391042249,0,7,3.84,2019,2023,3,0,1,0
2023,0,-0.872004391042249,0,7,3.77,2019,2023,3,2,1,0
2023,0,-0.343926679216357,0,11,3.79,2019,2023,3,2,1,2
2023,0,-0.872004391042249,0,2,3.79,2019,2023,3,0,1,0
2023,1,-0.343926679216357,0,11,3.9,2019,2023,3,2,1,2
2023,0,-0.343926679216357,0,11,3.86,2019,2023,3,2,1,2
2023,0,-0.872004391042249,0,7,3.85,2019,2023,3,2,1,0
2023,1,-0.343926679216357,0,11,3.77,2019,2023,3,2,0,2
2023,0,-0.872004391042249,0,7,3.84,2019,2023,2,2,0,0
2023,0,-0.872004391042249,0,7,3.75,2019,2023,3,2,0,0
2023,0,0.1841510326095349,0,5,3.81,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,7,3.83,2019,2023,3,0,0,0
2023,0,-0.872004391042249,0,7,3.79,2019,2023,3,0,0,0
2023,0,-0.872004391042249,0,7,3.75,2019,2023,2,0,0,0
2023,0,-0.872004391042249,0,7,3.8,2019,2023,3,0,0,0
2023,0,-0.872004391042249,0,2,3.76,2019,2023,3,3,0,0
2023,0,-0.872004391042249,0,7,3.86,2019,2023,3,3,0,0
2023,0,-0.872004391042249,0,7,3.75,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,2,3.98,2019,2023,3,1,0,0
2023,1,-1.4000821028681407,1,6,3.94,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.82,2019,2023,3,1,0,0
2023,1,-0.343926679216357,0,11,3.86,2019,2023,3,1,0,2
2023,0,-0.872004391042249,0,7,3.78,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,2,3.75,2019,2023,3,1,0,0
2023,1,-0.343926679216357,0,11,3.96,2019,2023,3,1,0,2
2023,0,-0.872004391042249,0,7,3.84,2019,2023,5,1,0,0
2023,0,-0.872004391042249,0,7,3.79,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,2,3.76,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.75,2019,2023,5,1,0,0
2023,0,2.2964618799131027,0,3,2.47,2016,2023,3,2,0,0
2023,1,-0.343926679216357,1,6,2.93,2017,2023,3,1,0,0
2023,0,1.2403064562613189,0,3,2.94,2017,2023,3,1,0,0
2023,0,-0.872004391042249,0,2,3.33,2019,2023,1,1,1,0
2023,1,0.1841510326095349,0,3,3.62,2019,2023,3,3,1,0
2023,1,-0.872004391042249,0,2,3.31,2019,2023,3,2,0,0
2023,1,1.2403064562613189,0,3,3.46,2019,2023,3,2,0,0
2023,0,0.1841510326095349,0,3,3.46,2019,2023,3,2,0,0
2023,0,0.1841510326095349,0,3,3.25,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,11,3.58,2019,2023,3,0,0,2
2023,1,0.1841510326095349,0,3,3.53,2019,2023,2,0,0,0
2023,1,-0.872004391042249,0,7,3.65,2019,2023,3,0,0,0
2023,1,0.7122287444354268,0,3,3.36,2019,2023,3,2,0,0
2023,1,-0.343926679216357,0,2,3.51,2018,2023,3,0,0,0
2023,0,0.1841510326095349,0,3,3.32,2019,2023,3,0,0,0
2023,1,-0.343926679216357,0,12,3.7,2019,2023,3,2,0,2
2023,0,-0.343926679216357,0,12,3.47,2019,2023,0,1,0,2
2023,1,0.7122287444354268,0,3,3.39,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,7,3.32,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,7,3.56,2019,2023,4,1,0,0
2023,0,-0.343926679216357,0,7,3.7,2019,2023,6,2,0,0
2023,0,-0.872004391042249,0,7,3.55,2019,2023,6,2,0,0
2023,1,-0.872004391042249,0,2,3.74,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,7,3.68,2019,2023,2,0,0,0
2023,0,0.1841510326095349,0,3,3.61,2019,2023,6,2,0,0
2023,0,0.1841510326095349,0,3,3.43,2019,2023,3,3,0,0
2023,1,-0.872004391042249,0,7,3.5,2019,2023,3,3,0,0
2023,0,0.1841510326095349,0,3,3.65,2019,2023,3,3,0,0
2023,1,-0.872004391042249,0,7,3.63,2019,2023,3,2,0,0
2023,1,-0.872004391042249,0,2,3.49,2019,2023,4,1,0,0
2023,0,-0.872004391042249,0,7,3.42,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,2,3.68,2019,2023,3,0,0,0
2023,0,-0.872004391042249,0,7,3.39,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,7,3.57,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,12,3.69,2019,2023,3,0,0,2
2023,0,-0.872004391042249,0,2,3.43,2019,2023,3,0,0,0
2023,0,0.1841510326095349,0,3,3.6,2019,2023,3,2,0,0
2023,1,0.1841510326095349,0,3,3.51,2019,2023,3,0,0,0
2023,1,-0.343926679216357,0,12,3.48,2019,2023,3,2,0,2
2023,0,-0.872004391042249,0,13,3.63,2019,2023,3,2,0,2
2023,0,0.1841510326095349,0,3,3.66,2019,2023,0,1,0,0
2023,1,-0.872004391042249,0,2,3.71,2019,2023,3,2,0,0
2023,1,-0.872004391042249,0,2,3.56,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,11,3.47,2019,2023,3,0,0,2
2023,1,-0.872004391042249,0,2,3.38,2019,2023,6,2,0,0
2023,0,0.1841510326095349,0,3,3.71,2019,2023,3,2,0,0
2023,1,0.7122287444354268,0,3,3.16,2019,2023,3,2,0,0
2023,0,1.2403064562613189,0,3,3.47,2019,2023,4,1,0,0
2023,0,-0.872004391042249,0,13,3.67,2019,2023,3,2,0,2
2023,0,0.1841510326095349,0,3,3.6,2019,2023,2,2,0,0
2023,1,-0.872004391042249,0,2,3.53,2019,2023,3,2,0,0
2023,1,0.7122287444354268,0,3,3.58,2019,2023,3,2,0,0
2023,1,-0.872004391042249,0,2,3.38,2019,2023,3,0,0,0
2023,1,0.7122287444354268,0,3,3.38,2019,2023,3,2,0,0
2023,1,0.7122287444354268,0,3,3.24,2019,2023,3,2,0,0
2023,0,0.7122287444354268,0,3,3.67,2019,2023,3,2,0,0
2023,1,0.7122287444354268,0,3,3.65,2019,2023,2,2,0,0
2023,0,-0.872004391042249,0,7,3.62,2019,2023,3,3,0,0
2023,0,-0.872004391042249,0,13,3.5,2019,2023,4,1,0,2
2023,0,-0.872004391042249,0,2,3.7,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,2,3.67,2019,2023,3,0,0,0
2023,1,-0.872004391042249,0,7,3.6,2019,2023,2,3,0,0
2023,0,-0.343926679216357,0,12,3.45,2019,2023,3,3,0,2
2023,0,-0.872004391042249,0,2,3.62,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,7,3.59,2019,2023,3,2,0,0
2023,1,0.1841510326095349,0,3,3.47,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,7,3.44,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,7,3.29,2019,2023,3,2,0,0
2023,1,-0.343926679216357,0,7,3.54,2019,2023,3,0,0,0
2023,0,0.1841510326095349,0,3,3.63,2019,2023,4,1,0,0
2023,1,-0.343926679216357,0,12,3.43,2019,2023,2,0,0,2
2023,0,-0.872004391042249,0,7,3.73,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,2,3.62,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,7,3.54,2019,2023,3,0,0,0
2023,1,-0.872004391042249,0,2,3.54,2019,2023,3,2,0,0
2023,0,0.1841510326095349,0,3,3.45,2019,2023,3,0,0,0
2023,0,0.7122287444354268,0,3,3.41,2019,2023,3,0,0,0
2023,0,-0.872004391042249,0,2,3.73,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,7,3.18,2019,2023,3,2,0,0
2023,1,0.1841510326095349,0,3,3.31,2019,2023,3,0,0,0
2023,1,0.7122287444354268,0,3,3.73,2019,2023,3,0,0,0
2023,1,-0.872004391042249,0,2,3.7,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,2,3.69,2019,2023,3,0,0,0
2023,1,-0.872004391042249,0,2,3.68,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,7,3.48,2019,2023,3,2,0,0
2023,0,0.7122287444354268,0,3,3.42,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,12,3.67,2019,2023,3,2,0,2
2023,0,-0.872004391042249,0,13,3.56,2019,2023,3,0,0,2
2023,0,0.1841510326095349,0,3,3.51,2019,2023,3,0,0,0
2023,0,0.7122287444354268,0,3,3.48,2019,2023,2,0,0,0
2023,1,-0.343926679216357,0,12,3.31,2019,2023,3,2,0,2
2023,1,0.1841510326095349,0,3,3.67,2019,2023,3,2,0,0
2023,0,0.1841510326095349,0,3,3.62,2019,2023,3,0,0,0
2023,1,0.1841510326095349,0,3,3.59,2019,2023,3,0,0,0
2023,0,0.7122287444354268,0,3,3.58,2018,2023,3,0,0,0
2023,0,0.1841510326095349,0,3,3.59,2019,2023,3,0,0,0
2023,1,-0.872004391042249,0,2,3.6,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,2,3.55,2018,2023,3,2,0,0
2023,1,-0.872004391042249,0,2,3.72,2019,2023,1,1,0,0
2023,0,0.1841510326095349,0,3,3.73,2019,2023,2,0,0,0
2023,1,-0.872004391042249,0,13,3.42,2019,2023,3,2,0,2
2023,0,-0.872004391042249,0,7,3.53,2019,2023,3,3,0,0
2023,0,-0.872004391042249,0,7,3.56,2019,2023,3,2,0,0
2023,1,0.7122287444354268,0,3,3.4,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,7,3.68,2019,2023,3,3,0,0
2023,0,-0.872004391042249,0,7,3.6,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,7,3.58,2019,2023,3,2,0,0
2023,0,0.7122287444354268,0,3,3.4,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,7,3.32,2019,2023,6,2,0,0
2023,0,0.1841510326095349,0,3,3.66,2019,2023,3,3,0,0
2023,1,0.1841510326095349,0,3,3.58,2019,2023,3,2,0,0
2023,1,-0.872004391042249,0,2,3.55,2019,2023,6,2,0,0
2023,0,1.2403064562613189,0,3,3.73,2019,2023,3,2,0,0
2023,1,-0.872004391042249,0,7,3.62,2019,2023,6,2,0,0
2023,0,-0.872004391042249,0,2,3.69,2019,2023,3,1,0,0
2023,0,1.2403064562613189,0,2,3.66,2015,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.61,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,2,3.58,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,2,3.55,2019,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.54,2019,2023,5,1,0,0
2023,0,0.1841510326095349,0,3,3.53,2019,2023,3,1,0,0
2023,1,-0.872004391042249,0,7,3.47,2019,2023,3,1,0,0
2023,1,0.1841510326095349,0,3,3.44,2019,2023,5,1,0,0
2023,1,0.1841510326095349,0,3,3.41,2019,2023,3,1,0,0
2023,0,0.7122287444354268,0,3,3.35,2018,2023,3,1,0,0
2023,0,0.1841510326095349,0,3,3.33,2019,2023,3,1,0,0
2023,1,-0.343926679216357,0,7,3.27,2018,2023,5,1,0,0
2023,1,-0.872004391042249,0,2,3.22,2019,2023,3,1,0,0
2023,0,-0.343926679216357,0,7,3.2,2019,2023,5,1,0,0
2023,0,0.1841510326095349,0,3,3.09,2019,2023,3,1,0,0
2023,0,1.7683841680872108,0,3,3.72,2018,2023,3,1,0,0
2023,0,0.1841510326095349,0,3,3.7,2019,2023,5,1,0,0
2023,0,-0.872004391042249,0,7,3.64,2019,2023,5,1,0,0
2023,1,-0.343926679216357,0,11,3.62,2019,2023,3,1,0,2
2023,1,0.7122287444354268,0,3,3.59,2018,2023,3,1,0,0
2023,0,-0.872004391042249,0,7,3.23,2019,2023,3,1,0,0
2023,0,0.7122287444354268,0,3,3.15,2019,2023,3,1,0,0
2023,1,-0.343926679216357,0,11,3.71,2019,2023,3,1,0,2
2023,0,0.1841510326095349,0,3,3.6,2019,2023,3,1,0,0
2023,1,-0.872004391042249,0,2,3.57,2019,2023,3,1,0,0
2023,0,1.2403064562613189,0,3,3.51,2019,2023,5,1,0,0
2023,0,0.7122287444354268,0,3,3.51,2019,2023,3,1,0,0
2023,0,0.1841510326095349,0,3,3.5,2019,2023,5,1,0,0
2023,0,-0.872004391042249,0,7,3.33,2019,2023,3,1,0,0
2023,0,0.1841510326095349,0,3,3.3,2019,2023,5,1,0,0
2023,1,0.7122287444354268,0,3,3.69,2019,2023,3,1,0,0
2023,1,0.1841510326095349,0,3,3.63,2019,2023,3,1,0,0
2023,1,1.2403064562613189,0,3,3.61,2019,2023,3,1,0,0
2023,1,0.1841510326095349,0,3,3.54,2019,2023,3,1,0,0
2023,1,-0.343926679216357,0,11,3.69,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.64,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.59,2019,2023,3,1,0,2
2023,1,-0.872004391042249,0,2,3.56,2019,2023,5,1,0,0
2023,1,-0.343926679216357,0,12,3.46,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.4,2019,2023,5,1,0,2
2023,0,-0.343926679216357,0,12,3.4,2019,2023,3,1,0,2
2023,0,-0.343926679216357,0,12,3.39,2019,2023,5,1,0,2
2023,0,0.1841510326095349,0,3,3.38,2019,2023,3,1,0,0
2023,1,0.1841510326095349,0,3,3.35,2019,2023,3,1,0,0
2023,0,0.1841510326095349,0,3,3.3,2019,2023,3,1,0,0
2023,1,0.1841510326095349,0,3,3.73,2019,2023,3,1,0,0
2023,0,0.1841510326095349,0,2,3.71,2017,2023,3,1,0,0
2023,0,0.1841510326095349,0,3,3.71,2019,2023,5,1,0,0
2023,1,0.1841510326095349,0,3,3.66,2019,2023,3,1,0,0
2023,1,0.7122287444354268,0,3,3.66,2019,2023,5,1,0,0
2023,1,-0.872004391042249,0,2,3.62,2019,2023,5,1,0,0
2023,1,-0.872004391042249,0,2,3.58,2019,2023,3,1,0,0
2023,1,0.1841510326095349,1,6,3.36,2019,2023,3,1,0,0
2023,1,0.1841510326095349,1,6,3.29,2019,2023,3,1,0,0
2023,1,0.1841510326095349,0,3,3.25,2019,2023,5,1,0,0
2023,1,-0.872004391042249,0,2,3.85,2019,2023,3,0,1,0
2023,0,0.7122287444354268,0,3,3.79,2019,2023,2,2,0,0
2023,0,0.1841510326095349,0,3,3.81,2019,2023,3,2,0,0
2023,0,-0.872004391042249,0,2,3.79,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,11,3.76,2019,2023,3,2,0,2
2023,0,0.1841510326095349,0,3,3.96,2019,2023,6,2,0,0
2023,0,-0.872004391042249,0,7,3.86,2019,2023,3,2,0,0
2023,1,-0.872004391042249,0,2,3.85,2019,2023,6,2,0,0
2023,1,-0.872004391042249,0,2,3.86,2019,2023,3,0,0,0
2023,0,-0.343926679216357,1,6,3.86,2019,2023,3,3,0,0
2023,1,-0.872004391042249,0,2,3.79,2019,2023,3,0,0,0
2023,0,-0.872004391042249,0,2,3.78,2019,2023,1,1,0,0
2023,0,-0.872004391042249,0,2,3.92,2019,2023,2,3,0,0
2023,0,-0.872004391042249,0,2,3.88,2019,2023,3,2,0,0
2023,0,-0.343926679216357,0,11,3.87,2019,2023,3,2,0,2
2023,0,-0.872004391042249,0,2,3.85,2019,2023,3,0,0,0
2023,1,0.1841510326095349,0,3,3.92,2019,2023,3,0,0,0
2023,0,-0.343926679216357,0,11,3.88,2019,2023,3,2,0,2
2023,0,0.1841510326095349,0,3,3.8,2019,2023,3,0,0,0
2023,1,-0.343926679216357,0,11,3.8,2019,2023,3,2,0,2
2023,0,-0.872004391042249,0,2,3.91,2019,2023,3,0,0,0
